EIGVALUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
217.246725	-0.140229	-0.140324	-0.135255	-0.140854	-0.136976	-0.140108	-0.136561	-0.141100	-0.138014	-0.140919	-0.140478	-0.138877	-0.139979	-0.141055	-0.140026	-0.140366	-0.137879	-0.137804	-0.138766	-0.140257	-0.136462	-0.137900	-0.137412	-0.139898	-0.135910	-0.132898	-0.139302	-0.139370	-0.140381	-0.134042	-0.139952	-0.138128	-0.139556	-0.136549	-0.140404	-0.137318	-0.137598	-0.137887	-0.139049	-0.138983	-0.138513	-0.139649	-0.140092	-0.138623	-0.140334	-0.138905	-0.134906	-0.140059	-0.134937	-0.140684	-0.139739	-0.139142
51.030956	0.150064	0.200629	-0.230479	0.192296	-0.143691	0.160024	-0.094571	0.248000	-0.057339	0.174364	0.166090	-0.024927	0.016297	0.205449	-0.023158	0.092974	-0.099976	-0.139950	-0.018148	0.045309	-0.084333	-0.078993	-0.121906	0.180194	-0.144949	-0.151629	0.025858	-0.014511	0.190303	-0.295731	0.135698	-0.107491	0.136052	-0.185239	0.108750	-0.102137	-0.129974	-0.113435	0.037912	0.009722	-0.089802	-0.013070	0.133934	-0.031982	0.103595	-0.029621	-0.261492	0.010489	-0.281819	0.076415	0.162608	0.018323
23.244283	-0.036540	-0.054226	-0.094057	0.009461	-0.050414	0.005856	-0.005188	-0.092264	0.026606	-0.190892	0.031746	0.003650	-0.124592	0.040468	-0.047796	-0.150434	-0.159133	-0.027865	-0.099074	0.142729	0.421152	-0.006657	-0.033277	0.194337	0.121895	0.454350	-0.048668	-0.093988	-0.191202	-0.187144	-0.231835	0.021325	-0.072750	0.005824	0.094678	-0.049164	-0.033593	-0.096810	0.236755	-0.016744	-0.006655	0.047068	0.197263	0.001971	-0.122676	0.043313	-0.008032	0.058627	-0.179888	0.008594	0.075323	0.285174
17.524820	0.079879	-0.021480	0.180453	-0.032936	0.160822	0.032663	0.160108	0.069205	0.089688	0.029820	0.131522	0.069423	0.041593	0.076339	0.091958	-0.001900	-0.010266	0.069002	0.315180	-0.013119	0.159255	0.051668	-0.028142	-0.136996	-0.225753	-0.065486	-0.083757	-0.213779	-0.063839	-0.234578	0.130513	0.092750	-0.282223	0.030444	-0.049871	-0.160763	0.116888	-0.430920	-0.159864	-0.193343	-0.186545	0.042809	0.064769	-0.006075	0.062336	0.197995	-0.026699	-0.050232	0.167541	-0.116752	-0.021275	0.099341
16.208424	-0.039038	0.074861	-0.071083	0.142138	-0.020133	0.010089	0.113385	0.055639	-0.031933	0.166133	0.087602	-0.074232	0.048804	-0.020680	-0.023968	0.024464	0.090675	0.371684	-0.130588	-0.044824	-0.065172	-0.025062	-0.135791	-0.145595	-0.099292	-0.121780	-0.015548	-0.034565	-0.129178	-0.105302	-0.384045	0.120064	-0.077896	0.067898	0.044052	0.016464	0.201159	-0.041711	0.108841	0.183968	0.043208	-0.072240	-0.157485	0.280729	-0.053767	0.297086	0.092441	0.089755	-0.357871	-0.079201	-0.026403	-0.159193
14.779499	0.107278	0.073900	0.290332	0.123894	0.293296	0.105974	0.399266	0.106042	0.076802	-0.028238	0.034517	-0.011194	-0.076354	0.055639	-0.141782	0.002222	-0.011685	-0.224020	-0.113431	-0.102842	-0.195457	0.037585	0.087251	0.048625	0.027760	0.243737	0.058919	-0.040869	0.012599	-0.037372	-0.068487	-0.036955	0.075100	0.038815	0.026416	0.178711	-0.001563	-0.101469	0.091556	0.054599	-0.140696	-0.133942	-0.104200	-0.002580	-0.285612	-0.100952	-0.110331	-0.357651	-0.069942	-0.011362	0.059484	-0.178005
14.063872	-0.147266	0.187853	-0.075938	0.071595	0.095967	0.213847	-0.050322	0.098093	0.091864	0.037386	0.059003	0.087310	0.024570	-0.030373	0.063615	-0.104903	0.068110	0.102544	-0.104790	0.043078	0.126054	-0.130953	0.100464	0.073627	-0.405340	-0.029663	0.053107	-0.047792	-0.013402	0.262602	-0.390568	0.086133	-0.019898	-0.068804	-0.038451	-0.241264	-0.193938	0.053744	-0.113610	0.015853	0.073333	-0.149733	0.039194	-0.022051	-0.102702	-0.129740	-0.067327	-0.103462	0.328166	0.087474	0.210964	0.028739
12.669615	0.051281	0.227764	-0.021868	0.030782	-0.021061	0.104020	-0.180287	-0.127904	0.070112	-0.088737	-0.022185	0.024175	0.032023	0.052241	0.231129	-0.094801	0.044124	0.358994	0.094228	0.127991	-0.304821	0.027089	0.017300	0.271992	0.367668	-0.048281	-0.004823	0.070206	-0.115687	-0.046426	-0.073461	-0.079348	-0.243614	-0.102838	0.072171	-0.090805	0.128822	-0.143795	0.058664	-0.030452	-0.224749	0.065939	-0.126500	-0.073088	-0.025611	-0.249708	0.064924	-0.179940	0.046552	0.058318	0.051852	-0.033517
11.941513	-0.025012	0.003331	-0.119914	-0.102492	-0.090079	0.114026	0.051785	-0.110909	0.106087	0.126451	0.100525	0.163874	0.057217	-0.015255	-0.062860	0.000873	0.174655	-0.094452	0.017779	0.023713	0.060878	0.059775	0.128142	-0.152419	0.098854	0.147585	0.158564	0.004397	0.035468	0.040140	0.007614	-0.205812	-0.008482	-0.661080	-0.103103	0.022187	-0.168735	-0.124352	0.064605	0.085026	-0.032317	-0.002303	-0.043765	0.202727	0.050033	0.135656	0.237981	-0.073205	0.033647	-0.198690	-0.067123	-0.042944
